ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date
SPY,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  548.859985  ...  541.229980  541.229980
1   2024-07-25 13:30:00+00:00  541.349976  ...  543.808069  535.831884
2   2024-07-26 13:30:00+00:00  542.280029  ...  547.394217  535.325753
3   2024-07-29 13:30:00+00:00  546.020020  ...  548.196209  536.223774
4   2024-07-30 13:30:00+00:00  546.260010  ...  547.355611  536.980375
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  687.450012  ...  693.468338  674.238669
361 2025-12-31 14:30:00+00:00  687.140015  ...  693.469561  674.276441
362 2026-01-02 14:30:00+00:00  685.710022  ...  693.438692  674.235307
363 2026-01-05 14:30:00+00:00  686.539978  ...  693.759807  674.247187
364 2026-01-06 18:46:46+00:00  686.539978  ...  694.610472  673.986513

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  687.969971  ...  688.280029  688.280029
1   2025-12-24 14:35:00+00:00  688.280029  ...  688.462883  687.897163
2   2025-12-24 14:40:00+00:00  688.070007  ...  688.444313  687.982404
3   2025-12-24 14:45:00+00:00  688.275024  ...  688.497660  688.007375
4   2025-12-24 14:50:00+00:00  688.375000  ...  688.780264  687.897763
..                        ...         ...  ...         ...         ...
557 2026-01-06 18:30:00+00:00  690.880005  ...  691.601937  689.463902
558 2026-01-06 18:35:00+00:00  690.760010  ...  691.567793  689.658049
559 2026-01-06 18:40:00+00:00  691.030029  ...  691.506662  689.926193
560 2026-01-06 18:45:00+00:00  691.369995  ...  691.540394  690.058459
561 2026-01-06 18:46:46+00:00  691.589905  ...  691.591048  690.170793

[562 rows x 14 columns]",365,562,"[5, 77, 125, 143, 167, 205, 328]","[8, 70, 159, 177, 185, 334]","[43, 115, 329, 359, 388, 519]","[49, 126, 292, 352, 381, 404, 428, 507, 528]",691.5499877929688,680.1801147460938,,"{'BREAKOUT_UP': {'sl': np.float64(685.1707196916852), 'tp': np.float64(704.4282749720983), 'entry': 691.5899047851562, 'desc': 'Breakout above 20-day high ($690.38). Entry: $691.59.'}}",,691.5899047851562,2026-01-06
SQQQ,"['HALFYEARLY_DOWN', 'QUARTERLY_DOWN', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  213.500000  ...  226.500000  226.500000
1   2024-07-25 13:30:00+00:00  226.250000  ...  241.335155  219.414845
2   2024-07-26 13:30:00+00:00  228.000000  ...  237.847760  220.985573
3   2024-07-29 13:30:00+00:00  223.500000  ...  236.202379  221.047621
4   2024-07-30 13:30:00+00:00  223.500000  ...  239.197404  220.902596
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00   66.650002  ...   73.366353   62.924646
361 2025-12-31 14:30:00+00:00   66.779999  ...   73.409473   62.981526
362 2026-01-02 14:30:00+00:00   66.650002  ...   73.487325   63.097674
363 2026-01-05 14:30:00+00:00   66.930000  ...   73.488332   63.106668
364 2026-01-06 18:47:00+00:00   67.000000  ...   73.515724   63.005285

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  65.849998  ...  65.669998  65.669998
1   2025-12-24 14:35:00+00:00  65.669998  ...  66.072755  65.477644
2   2025-12-24 14:40:00+00:00  65.889999  ...  66.027574  65.572692
3   2025-12-24 14:45:00+00:00  65.845001  ...  66.018703  65.618695
4   2025-12-24 14:50:00+00:00  65.860001  ...  65.988973  65.640946
..                        ...        ...  ...        ...        ...
559 2026-01-06 18:30:00+00:00  66.000000  ...  66.601710  65.685370
560 2026-01-06 18:35:00+00:00  66.074997  ...  66.517172  65.710778
561 2026-01-06 18:40:00+00:00  66.010002  ...  66.401075  65.746275
562 2026-01-06 18:45:00+00:00  65.849998  ...  66.351326  65.726303
563 2026-01-06 18:47:00+00:00  65.750099  ...  66.305936  65.710143

[564 rows x 14 columns]",365,564,"[10, 31, 70, 159, 177, 185]","[5, 20, 76, 143, 167, 178]","[129, 354, 383, 406, 430, 478, 537]","[329, 331, 358, 460, 522]",69.80169677734375,65.94989776611328,,{},,65.7500991821289,2026-01-06
SSO,"['BREAKOUT_UP', 'HALFYEARLY_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  41.799999  ...  40.615002  40.615002
1   2024-07-25 13:30:00+00:00  40.634998  ...  41.012686  39.782316
2   2024-07-26 13:30:00+00:00  40.755001  ...  41.484999  39.745001
3   2024-07-29 13:30:00+00:00  41.305000  ...  41.616971  39.868030
4   2024-07-30 13:30:00+00:00  41.334999  ...  41.490058  39.971943
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  58.889999  ...  59.991407  56.574593
361 2025-12-31 14:30:00+00:00  58.830002  ...  59.991348  56.573652
362 2026-01-02 14:30:00+00:00  58.540001  ...  59.982716  56.561284
363 2026-01-05 14:30:00+00:00  58.669998  ...  60.026985  56.564015
364 2026-01-06 18:46:58+00:00  58.669998  ...  60.156543  56.528956

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  59.020000  ...  59.045399  59.045399
1   2025-12-24 14:35:00+00:00  59.090000  ...  59.045596  59.045305
2   2025-12-24 14:40:00+00:00  59.060001  ...  59.106088  59.011979
3   2025-12-24 14:45:00+00:00  59.080002  ...  59.112387  59.018964
4   2025-12-24 14:50:00+00:00  59.090000  ...  59.155193  59.004568
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  59.410000  ...  59.528781  59.158829
558 2026-01-06 18:35:00+00:00  59.398800  ...  59.522967  59.190633
559 2026-01-06 18:40:00+00:00  59.439999  ...  59.513173  59.236417
560 2026-01-06 18:45:00+00:00  59.500000  ...  59.518570  59.258559
561 2026-01-06 18:46:58+00:00  59.525002  ...  59.525419  59.280711

[562 rows x 14 columns]",365,562,"[5, 77, 125, 143, 167, 205]","[8, 70, 117, 159, 177, 185, 334]","[115, 329, 359, 388, 414, 517, 519]","[127, 292, 352, 381, 404, 428, 507, 528]",59.415000915527344,57.6068000793457,,"{'BREAKOUT_UP': {'sl': np.float64(58.51499857221331), 'tp': np.float64(61.5450074332101), 'entry': 59.525001525878906, 'desc': 'Breakout above 20-day high ($59.42). Entry: $59.53.'}}",,59.525001525878906,2026-01-06
TECL,"['HALFYEARLY_UP', 'MONTHLY_DOWN', 'YEARLY_UP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00   90.370003  ...   82.610001   82.610001
1   2024-07-25 13:30:00+00:00   82.110001  ...   85.361785   76.848214
2   2024-07-26 13:30:00+00:00   82.500000  ...   85.019283   78.147383
3   2024-07-29 13:30:00+00:00   84.500000  ...   84.375948   78.764051
4   2024-07-30 13:30:00+00:00   82.349998  ...   86.409288   74.234713
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  122.279999  ...  139.754923  107.347075
361 2025-12-31 14:30:00+00:00  121.809998  ...  139.293088  106.748910
362 2026-01-02 14:30:00+00:00  121.510002  ...  138.645017  106.320982
363 2026-01-05 14:30:00+00:00  122.570000  ...  137.729845  106.115154
364 2026-01-06 18:46:44+00:00  122.570000  ...  136.399591  106.493407

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  122.120003  ...  122.989998  122.989998
1   2025-12-24 14:35:00+00:00  123.110001  ...  123.163694  122.626307
2   2025-12-24 14:40:00+00:00  122.699997  ...  123.083416  122.703251
3   2025-12-24 14:45:00+00:00  123.010002  ...  123.197594  122.407405
4   2025-12-24 14:50:00+00:00  122.629997  ...  123.160005  122.467994
..                        ...         ...  ...         ...         ...
556 2026-01-06 18:25:00+00:00  123.010002  ...  123.453067  121.914463
557 2026-01-06 18:30:00+00:00  122.830002  ...  123.459586  121.958445
558 2026-01-06 18:35:00+00:00  122.790001  ...  123.467466  122.009565
559 2026-01-06 18:40:00+00:00  123.110001  ...  123.432057  122.177974
560 2026-01-06 18:46:44+00:00  123.480003  ...  123.505501  122.227539

[561 rows x 14 columns]",365,561,"[5, 20, 75, 125, 142, 167, 204, 303, 318, 346, 358]","[10, 31, 70, 118, 132, 159, 177, 185, 305, 334, 352]","[43, 219, 329, 356, 450, 520]","[40, 127, 208, 352, 406, 493, 527, 528]",125.11009979248047,116.25,,{},,123.4800033569336,2026-01-06
TECS,"['HALFYEARLY_DOWN', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  61.200001  ...  66.099998  66.099998
1   2024-07-25 13:30:00+00:00  66.500000  ...  70.694114  63.905885
2   2024-07-26 13:30:00+00:00  65.800003  ...  69.697450  64.035882
3   2024-07-29 13:30:00+00:00  64.500000  ...  69.162287  64.537714
4   2024-07-30 13:30:00+00:00  66.300003  ...  72.800852  62.919149
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  16.660000  ...  18.898619  15.374381
361 2025-12-31 14:30:00+00:00  16.750000  ...  18.889513  15.371487
362 2026-01-02 14:30:00+00:00  16.719999  ...  18.886380  15.369620
363 2026-01-05 14:30:00+00:00  16.620001  ...  18.885931  15.369069
364 2026-01-06 18:46:24+00:00  16.620001  ...  18.888962  15.338038

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  16.660000  ...  16.559900  16.559900
1   2025-12-24 14:35:00+00:00  16.540001  ...  16.588806  16.546095
2   2025-12-24 14:40:00+00:00  16.580000  ...  16.582346  16.547587
3   2025-12-24 14:45:00+00:00  16.559999  ...  16.611524  16.535927
4   2025-12-24 14:50:00+00:00  16.580000  ...  16.605952  16.535968
..                        ...        ...  ...        ...        ...
553 2026-01-06 18:30:00+00:00  16.549900  ...  16.685119  16.460211
554 2026-01-06 18:35:00+00:00  16.559999  ...  16.674329  16.460001
555 2026-01-06 18:40:00+00:00  16.530001  ...  16.653282  16.460549
556 2026-01-06 18:45:00+00:00  16.480000  ...  16.640086  16.456744
557 2026-01-06 18:46:24+00:00  16.469999  ...  16.630779  16.450351

[558 rows x 14 columns]",365,558,"[10, 31, 177, 185]","[5, 20, 142, 167, 178]","[49, 127, 208, 348, 402, 489, 523, 524]","[43, 219, 325, 352, 439, 516]",17.489999771118164,16.269699096679688,,{},,16.469999313354492,2026-01-06
TLT,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  92.589996  ...  91.519997  91.519997
1   2024-07-25 13:30:00+00:00  92.029999  ...  92.955657  90.834336
2   2024-07-26 13:30:00+00:00  92.949997  ...  93.730100  90.789894
3   2024-07-29 13:30:00+00:00  93.669998  ...  94.286132  90.848863
4   2024-07-30 13:30:00+00:00  93.750000  ...  94.703126  90.944869
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  87.739998  ...  88.919817  87.052182
361 2025-12-31 14:30:00+00:00  87.680000  ...  88.822223  86.984777
362 2026-01-02 14:30:00+00:00  87.400002  ...  88.626458  86.977543
363 2026-01-05 14:30:00+00:00  87.180000  ...  88.496814  86.995186
364 2026-01-06 18:46:24+00:00  87.180000  ...  88.462428  86.928072

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  87.769997  ...  87.723801  87.723801
1   2025-12-24 14:35:00+00:00  87.720001  ...  87.755959  87.708442
2   2025-12-24 14:40:00+00:00  87.745003  ...  87.767044  87.671555
3   2025-12-24 14:45:00+00:00  87.698502  ...  87.759487  87.681111
4   2025-12-24 14:50:00+00:00  87.723900  ...  87.755436  87.687042
..                        ...        ...  ...        ...        ...
559 2026-01-06 18:30:00+00:00  87.145699  ...  87.183826  87.036543
560 2026-01-06 18:35:00+00:00  87.139999  ...  87.185792  87.044077
561 2026-01-06 18:40:00+00:00  87.135002  ...  87.189223  87.047146
562 2026-01-06 18:45:00+00:00  87.150002  ...  87.188835  87.056034
563 2026-01-06 18:46:24+00:00  87.154999  ...  87.190915  87.061485

[564 rows x 14 columns]",365,564,"[8, 37, 59, 73, 95, 134, 151, 164, 175, 191, 258, 338]","[0, 27, 79, 119, 139, 158, 169, 185, 207, 277]","[122, 198, 227, 294, 314, 441, 470, 509]","[206, 299, 432, 530]",88.05259704589844,86.91000366210938,,{},,87.15499877929688,2026-01-06
TMF,"['MONTHLY_DOWN', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  49.619999  ...  47.900002  47.900002
1   2024-07-25 13:30:00+00:00  48.689999  ...  50.139628  46.830373
2   2024-07-26 13:30:00+00:00  50.049999  ...  51.317023  46.776310
3   2024-07-29 13:30:00+00:00  51.240002  ...  52.179383  46.865617
4   2024-07-30 13:30:00+00:00  51.349998  ...  52.797911  47.026090
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  38.060001  ...  39.900283  37.287717
361 2025-12-31 14:30:00+00:00  37.970001  ...  39.748694  37.185306
362 2026-01-02 14:30:00+00:00  37.560001  ...  39.480525  37.150475
363 2026-01-05 14:30:00+00:00  37.259998  ...  39.281261  37.158739
364 2026-01-06 18:46:04+00:00  37.259998  ...  39.233102  37.035958

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  38.130001  ...  38.090000  38.090000
1   2025-12-24 14:35:00+00:00  38.084999  ...  38.147424  38.062575
2   2025-12-24 14:40:00+00:00  38.119999  ...  38.155700  38.018767
3   2025-12-24 14:45:00+00:00  38.049999  ...  38.143896  38.031954
4   2025-12-24 14:50:00+00:00  38.090000  ...  38.136848  38.039832
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  37.191601  ...  37.232302  37.058429
558 2026-01-06 18:35:00+00:00  37.198200  ...  37.235420  37.065340
559 2026-01-06 18:40:00+00:00  37.189999  ...  37.240631  37.068799
560 2026-01-06 18:45:00+00:00  37.200001  ...  37.242450  37.077830
561 2026-01-06 18:46:04+00:00  37.210602  ...  37.246873  37.083468

[562 rows x 14 columns]",365,562,"[8, 37, 59, 73, 95, 151, 175, 191, 284]","[0, 27, 79, 169, 185, 277]","[120, 196, 225, 312, 507]","[204, 430, 528]",38.46500015258789,36.91999816894531,,{},,37.210601806640625,2026-01-06
TMV,['YTD_DOWN'],"                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  34.869999  ...  36.070000  36.070000
1   2024-07-25 13:30:00+00:00  35.500000  ...  36.828795  34.481206
2   2024-07-26 13:30:00+00:00  34.509998  ...  36.873498  33.633171
3   2024-07-29 13:30:00+00:00  33.709999  ...  36.784550  33.070452
4   2024-07-30 13:30:00+00:00  33.689999  ...  36.664396  32.655606
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  36.419998  ...  37.425722  35.175278
361 2025-12-31 14:30:00+00:00  36.520000  ...  37.475605  35.312395
362 2026-01-02 14:30:00+00:00  36.900002  ...  37.468743  35.550258
363 2026-01-05 14:30:00+00:00  37.200001  ...  37.437274  35.706726
364 2026-01-06 18:44:48+00:00  37.200001  ...  37.522747  35.733253

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  36.340000  ...  36.369999  36.369999
1   2025-12-24 14:35:00+00:00  36.380001  ...  36.397424  36.312575
2   2025-12-24 14:40:00+00:00  36.349998  ...  36.430002  36.309999
3   2025-12-24 14:45:00+00:00  36.404999  ...  36.418991  36.321009
4   2025-12-24 14:50:00+00:00  36.369999  ...  36.413662  36.328337
..                        ...        ...  ...        ...        ...
551 2026-01-06 18:25:00+00:00  37.240002  ...  37.396879  37.215121
552 2026-01-06 18:30:00+00:00  37.250000  ...  37.386852  37.214649
553 2026-01-06 18:35:00+00:00  37.215000  ...  37.378905  37.208595
554 2026-01-06 18:40:00+00:00  37.256001  ...  37.376511  37.207990
555 2026-01-06 18:44:48+00:00  37.270000  ...  37.363580  37.210921

[556 rows x 14 columns]",365,556,"[0, 27, 79, 119, 139, 158, 169, 185, 207, 243, 267, 277, 349]","[8, 20, 37, 48, 59, 73, 95, 134, 151, 164, 175, 191, 234, 258, 284, 338]","[195, 425, 442, 523]","[119, 190, 220, 304, 432, 434, 463, 502]",37.5099983215332,36.0099983215332,,{},,37.27000045776367,2026-01-06
TNA,"['HALFYEARLY_UP', 'NINE_DAY_HIGH', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  46.590000  ...  44.540001  44.540001
1   2024-07-25 13:30:00+00:00  44.919998  ...  47.621886  43.068117
2   2024-07-26 13:30:00+00:00  48.240002  ...  50.324110  42.442558
3   2024-07-29 13:30:00+00:00  48.759998  ...  49.735797  43.244205
4   2024-07-30 13:30:00+00:00  47.389999  ...  49.538082  43.749918
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  47.709999  ...  51.503449  45.314552
361 2025-12-31 14:30:00+00:00  46.619999  ...  51.436687  45.422313
362 2026-01-02 14:30:00+00:00  46.330002  ...  51.456734  45.339266
363 2026-01-05 14:30:00+00:00  47.470001  ...  51.490150  45.343850
364 2026-01-06 18:46:25+00:00  47.470001  ...  51.659731  45.361269

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  48.889999  ...  48.630001  48.630001
1   2025-12-24 14:35:00+00:00  48.639999  ...  48.719137  48.443366
2   2025-12-24 14:40:00+00:00  48.510101  ...  48.910850  48.390819
3   2025-12-24 14:45:00+00:00  48.799999  ...  49.058872  48.376379
4   2025-12-24 14:50:00+00:00  48.869999  ...  49.132542  48.399619
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  49.980000  ...  50.041575  49.117466
558 2026-01-06 18:35:00+00:00  50.040001  ...  50.077472  49.155529
559 2026-01-06 18:40:00+00:00  49.969200  ...  50.111369  49.190131
560 2026-01-06 18:45:00+00:00  49.959999  ...  50.149625  49.203385
561 2026-01-06 18:46:25+00:00  50.000000  ...  50.175820  49.243190

[562 rows x 14 columns]",365,562,"[2, 23, 40, 59, 77, 87, 123, 166, 204, 249, 289, 308, 316, 348]","[10, 31, 70, 81, 104, 117, 159, 177, 256, 305, 334, 352]","[35, 115, 359, 520]","[49, 135, 284, 363, 404, 428, 509]",49.61000061035156,45.40999984741211,,{},,50.0,2026-01-06
TQQQ,"['HALFYEARLY_UP', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  35.115002  ...  32.724998  32.724998
1   2024-07-25 13:30:00+00:00  32.779999  ...  33.721490  30.638509
2   2024-07-26 13:30:00+00:00  32.500000  ...  33.466575  31.133425
3   2024-07-29 13:30:00+00:00  33.134998  ...  33.452567  31.362433
4   2024-07-30 13:30:00+00:00  33.139999  ...  33.485331  30.924669
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  54.200001  ...  58.153408  50.580592
361 2025-12-31 14:30:00+00:00  54.130001  ...  58.066137  50.409863
362 2026-01-02 14:30:00+00:00  54.169998  ...  57.923763  50.218237
363 2026-01-05 14:30:00+00:00  53.950001  ...  57.772360  50.178640
364 2026-01-06 18:46:50+00:00  53.919998  ...  57.599738  50.227262

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  54.959999  ...  55.014999  55.014999
1   2025-12-24 14:35:00+00:00  55.019901  ...  55.184127  54.660875
2   2025-12-24 14:40:00+00:00  54.830002  ...  55.100243  54.703091
3   2025-12-24 14:45:00+00:00  54.865002  ...  55.059718  54.712783
4   2025-12-24 14:50:00+00:00  54.849998  ...  55.042722  54.739278
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:25:00+00:00  54.750000  ...  54.950770  54.185380
558 2026-01-06 18:30:00+00:00  54.700001  ...  54.950878  54.231871
559 2026-01-06 18:40:00+00:00  54.735001  ...  54.944318  54.299142
560 2026-01-06 18:45:00+00:00  54.820000  ...  54.932505  54.373225
561 2026-01-06 18:46:50+00:00  54.910000  ...  54.948554  54.411186

[562 rows x 14 columns]",365,562,"[5, 20, 76, 101, 125, 143, 167, 205, 303, 318, 347, 357]","[10, 31, 70, 119, 159, 177, 185, 227, 256, 305, 334, 352]","[221, 331, 358, 522]","[129, 354, 383, 406, 431, 478, 529]",54.7598991394043,51.73500061035156,,{},,54.90999984741211,2026-01-06
TSLA,"['BREAKOUT_DOWN', 'DAILY_BOTTOM', 'HALFYEARLY_UP', 'MONTHLY_DOWN', 'NINE_DAY_LOW', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  225.419998  ...  215.990005  215.990005
1   2024-07-25 13:30:00+00:00  216.800003  ...  224.144545  212.095461
2   2024-07-26 13:30:00+00:00  221.190002  ...  223.360895  213.999110
3   2024-07-29 13:30:00+00:00  224.899994  ...  235.988629  208.081378
4   2024-07-30 13:30:00+00:00  232.250000  ...  234.247518  210.056486
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  461.089996  ...  500.241794  427.111209
361 2025-12-31 14:30:00+00:00  456.100006  ...  498.225942  431.175062
362 2026-01-02 14:30:00+00:00  457.799988  ...  498.973689  429.560317
363 2026-01-05 14:30:00+00:00  447.989990  ...  499.022647  429.225360
364 2026-01-06 18:47:01+00:00  446.364990  ...  500.603232  425.303274

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  489.359985  ...  485.570007  485.570007
1   2025-12-24 14:35:00+00:00  485.540009  ...  488.742330  478.927684
2   2025-12-24 14:40:00+00:00  482.200012  ...  487.554728  478.385274
3   2025-12-24 14:45:00+00:00  481.260010  ...  486.637145  478.516664
4   2025-12-24 14:50:00+00:00  481.424988  ...  486.159724  478.125322
..                        ...         ...  ...         ...         ...
559 2026-01-06 18:30:00+00:00  429.704987  ...  432.401102  428.690665
560 2026-01-06 18:35:00+00:00  429.619995  ...  432.390722  428.533033
561 2026-01-06 18:40:00+00:00  429.290009  ...  432.438211  428.539035
562 2026-01-06 18:45:00+00:00  431.100006  ...  432.529404  428.517852
563 2026-01-06 18:47:01+00:00  431.584991  ...  432.623275  428.504982

[564 rows x 14 columns]",365,564,"[66, 77, 102, 167, 191, 210, 351]","[64, 72, 89, 112, 138, 156, 177, 185, 196, 217, 335, 364]","[44, 355, 445]","[56, 128, 373, 432]",487.2428894042969,438.1000061035156,,"{'DAILY_BOTTOM': {'sl': np.float64(411.03785923549106), 'tp': np.float64(472.67925589425226), 'entry': 431.5849914550781, 'desc': 'Daily bottom confirmed near $428.78. Entry (long): $431.58.'}, 'BREAKOUT_DOWN': {'sl': np.float64(455.81214686802457), 'tp': np.float64(383.13068062918524), 'entry': 431.5849914550781, 'desc': 'Breakdown below 20-day low ($438.07). Entry: $431.58.'}}",,431.5849914550781,2026-01-06
TZA,"['HALFYEARLY_DOWN', 'NINE_DAY_LOW', 'QUARTERLY_DOWN', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date    Open   High  ...    BB_std   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  14.160  14.77  ...  0.000000  14.730000  14.730000
1   2024-07-25 13:30:00+00:00  14.630  14.69  ...  0.360624  15.196248  13.753752
2   2024-07-26 13:30:00+00:00  13.580  14.00  ...  0.612726  15.378785  12.927882
3   2024-07-29 13:30:00+00:00  13.440  14.14  ...  0.509542  15.124084  13.085916
4   2024-07-30 13:30:00+00:00  13.780  14.10  ...  0.458094  14.966187  13.133813
..                        ...     ...    ...  ...       ...        ...        ...
360 2025-12-30 14:30:00+00:00   7.180   7.36  ...  0.232399   7.602298   6.672702
361 2025-12-31 14:30:00+00:00   7.340   7.53  ...  0.209658   7.546816   6.708183
362 2026-01-02 14:30:00+00:00   7.400   7.56  ...  0.208788   7.544076   6.708924
363 2026-01-05 14:30:00+00:00   7.210   7.22  ...  0.212921   7.543343   6.691657
364 2026-01-06 18:46:28+00:00   7.205   7.05  ...  0.221569   7.541918   6.655642

[365 rows x 14 columns]","                         Date    Open    High  ...    BB_std  BB_upper  BB_lower
0   2025-12-24 14:30:00+00:00  7.0100  7.0591  ...  0.000000  7.040000  7.040000
1   2025-12-24 14:35:00+00:00  7.0400  7.0800  ...  0.007142  7.059333  7.030767
2   2025-12-24 14:40:00+00:00  7.0550  7.0699  ...  0.015319  7.067338  7.006062
3   2025-12-24 14:45:00+00:00  7.0199  7.0377  ...  0.018662  7.067099  6.992451
4   2025-12-24 14:50:00+00:00  7.0100  7.0100  ...  0.020969  7.065738  6.981862
..                        ...     ...     ...  ...       ...       ...       ...
557 2026-01-06 18:30:00+00:00  6.8291  6.8300  ...  0.031830  6.947916  6.820594
558 2026-01-06 18:35:00+00:00  6.8250  6.8300  ...  0.032103  6.942961  6.814549
559 2026-01-06 18:40:00+00:00  6.8240  6.8300  ...  0.032079  6.937533  6.809217
560 2026-01-06 18:45:00+00:00  6.8250  6.8279  ...  0.033531  6.936442  6.802318
561 2026-01-06 18:46:28+00:00  6.8256  6.8256  ...  0.033286  6.931613  6.798467

[562 rows x 14 columns]",365,562,"[10, 31, 70, 104, 117, 159, 177, 334]","[2, 22, 40, 77, 123, 166, 167, 204]","[135, 284, 285, 363, 404, 428, 509]","[35, 115, 359, 520]",7.539899826049805,6.879000186920166,,{},,6.8256001472473145,2026-01-06
